,speech
2122,"{'sdr': 3.957388699054718, 'r2': 0.7132482826709747, 'rmse': 0.03565583}"
2123,"{'sdr': 3.4132805466651917, 'r2': 0.6869584321975708, 'rmse': 0.037960853}"
2124,"{'sdr': 3.7987303733825684, 'r2': 0.7057206034660339, 'rmse': 0.036313113}"
2125,"{'sdr': 3.2831037044525146, 'r2': 0.6804764866828918, 'rmse': 0.038534064}"
2126,"{'sdr': 2.595553994178772, 'r2': 0.6451180577278137, 'rmse': 0.04170828}"
2127,"{'sdr': 4.442961812019348, 'r2': 0.7355622351169586, 'rmse': 0.033717234}"
2128,"{'sdr': 4.555615186691284, 'r2': 0.7405771613121033, 'rmse': 0.033282753}"
2129,"{'sdr': 4.004550576210022, 'r2': 0.7154661118984222, 'rmse': 0.03546276}"
2130,"{'sdr': 2.2062939405441284, 'r2': 0.6243419051170349, 'rmse': 0.043619968}"
2131,"{'sdr': 3.696995973587036, 'r2': 0.7008323669433594, 'rmse': 0.036740936}"
2132,"{'sdr': 4.021109342575073, 'r2': 0.7162415087223053, 'rmse': 0.035395212}"
2133,"{'sdr': 1.3631629943847656, 'r2': 0.5778320133686066, 'rmse': 0.048066426}"
2134,"{'sdr': 4.498212039470673, 'r2': 0.738029420375824, 'rmse': 0.03350344}"
2135,"{'sdr': 2.903831899166107, 'r2': 0.661195307970047, 'rmse': 0.04025394}"
2136,"{'sdr': 4.517391920089722, 'r2': 0.7388808727264404, 'rmse': 0.03342954}"
2137,"{'sdr': 6.582844257354736, 'r2': 0.819912314414978, 'rmse': 0.026354684}"
2138,"{'sdr': 1.4767749607563019, 'r2': 0.584199845790863, 'rmse': 0.04744181}"
2139,"{'sdr': 7.546911239624023, 'r2': 0.850401297211647, 'rmse': 0.02358601}"
2140,"{'sdr': 3.3082082867622375, 'r2': 0.6817264258861542, 'rmse': 0.038422853}"
2141,"{'sdr': 3.5217326879501343, 'r2': 0.6923032402992249, 'rmse': 0.03748982}"
2142,"{'sdr': 3.3286964893341064, 'r2': 0.6827530860900879, 'rmse': 0.038332332}"
2143,"{'sdr': 1.4517167210578918, 'r2': 0.5827980637550354, 'rmse': 0.04757887}"
2144,"{'sdr': 0.8783808350563049, 'r2': 0.5503925979137421, 'rmse': 0.050825417}"
2145,"{'sdr': 6.127086281776428, 'r2': 0.8038942664861679, 'rmse': 0.027774466}"
2146,"{'sdr': 6.109795570373535, 'r2': 0.803265780210495, 'rmse': 0.02782981}"
2147,"{'sdr': 3.3032074570655823, 'r2': 0.6814820766448975, 'rmse': 0.038444977}"
2148,"{'sdr': 5.084409713745117, 'r2': 0.7632777988910675, 'rmse': 0.031316955}"
2149,"{'sdr': 2.1426552534103394, 'r2': 0.6209007203578949, 'rmse': 0.043940727}"
2150,"{'sdr': 4.23592209815979, 'r2': 0.7261857986450195, 'rmse': 0.034530584}"
2151,"{'sdr': 3.1580719351768494, 'r2': 0.6741870939731598, 'rmse': 0.039092764}"
2152,"{'sdr': 4.5665571093559265, 'r2': 0.7410604357719421, 'rmse': 0.033240855}"
2153,"{'sdr': 1.884741336107254, 'r2': 0.6068231165409088, 'rmse': 0.04526504}"
2154,"{'sdr': 2.715345621109009, 'r2': 0.651407390832901, 'rmse': 0.041137017}"
2155,"{'sdr': 2.9977011680603027, 'r2': 0.6660217046737671, 'rmse': 0.03982126}"
2156,"{'sdr': 4.914532005786896, 'r2': 0.7561366558074951, 'rmse': 0.031935476}"
2157,"{'sdr': 6.774833798408508, 'r2': 0.8263481259346008, 'rmse': 0.025778541}"
2158,"{'sdr': 3.3550414443016052, 'r2': 0.6840645372867584, 'rmse': 0.038216237}"
2159,"{'sdr': 4.595555663108826, 'r2': 0.7423397600650787, 'rmse': 0.03313006}"
2160,"{'sdr': 4.345212280750275, 'r2': 0.7311617136001587, 'rmse': 0.034098823}"
2161,"{'sdr': 4.908738434314728, 'r2': 0.7558893412351608, 'rmse': 0.03195679}"
2162,"{'sdr': 2.104153484106064, 'r2': 0.6188097894191742, 'rmse': 0.044135936}"
2163,"{'sdr': 5.486851334571838, 'r2': 0.779609352350235, 'rmse': 0.029899055}"
2164,"{'sdr': 0.6640109419822693, 'r2': 0.5381499826908112, 'rmse': 0.05209541}"
2165,"{'sdr': 4.0371787548065186, 'r2': 0.7169927954673767, 'rmse': 0.035329796}"
2166,"{'sdr': 4.110712110996246, 'r2': 0.7204160392284393, 'rmse': 0.03503196}"
2167,"{'sdr': 1.5133439004421234, 'r2': 0.5862443447113037, 'rmse': 0.0472425}"
2168,"{'sdr': 4.3131908774375916, 'r2': 0.7297094166278839, 'rmse': 0.034224764}"
2169,"{'sdr': 3.6809059977531433, 'r2': 0.7000526487827301, 'rmse': 0.03680906}"
2170,"{'sdr': 2.716894745826721, 'r2': 0.6514884829521179, 'rmse': 0.04112967}"
2171,"{'sdr': 2.9692304134368896, 'r2': 0.6645618677139282, 'rmse': 0.039952}"
2172,"{'sdr': 4.691815078258514, 'r2': 0.7465579807758331, 'rmse': 0.03276493}"
2173,"{'sdr': 4.482300281524658, 'r2': 0.7373205125331879, 'rmse': 0.03356487}"
2174,"{'sdr': 2.4984177947044373, 'r2': 0.6399810612201691, 'rmse': 0.042177334}"
2175,"{'sdr': 4.785491526126862, 'r2': 0.7506159245967865, 'rmse': 0.032413468}"
2176,"{'sdr': 5.351148247718811, 'r2': 0.7741918414831161, 'rmse': 0.030369852}"
2177,"{'sdr': 3.6563873291015625, 'r2': 0.6988673508167267, 'rmse': 0.036913108}"
2178,"{'sdr': 4.25867885351181, 'r2': 0.7272266745567322, 'rmse': 0.034440234}"
2179,"{'sdr': 4.738683998584747, 'r2': 0.7485860288143158, 'rmse': 0.032588605}"
2180,"{'sdr': 3.29606294631958, 'r2': 0.6811210513114929, 'rmse': 0.038476612}"
2181,"{'sdr': 2.141651213169098, 'r2': 0.6208442449569702, 'rmse': 0.04394581}"
2182,"{'sdr': 6.498290300369263, 'r2': 0.8170199543237686, 'rmse': 0.02661249}"
2183,"{'sdr': 4.814790189266205, 'r2': 0.7518734633922577, 'rmse': 0.032304313}"
2184,"{'sdr': 3.9888715744018555, 'r2': 0.7147329449653625, 'rmse': 0.035526827}"
2185,"{'sdr': 7.280639410018921, 'r2': 0.8424319326877594, 'rmse': 0.024320249}"
2186,"{'sdr': 5.186641812324524, 'r2': 0.7674998193979263, 'rmse': 0.03095051}"
2187,"{'sdr': 4.895066022872925, 'r2': 0.7553090155124664, 'rmse': 0.03200713}"
2188,"{'sdr': 2.4177286028862, 'r2': 0.6356891095638275, 'rmse': 0.04257097}"
2189,"{'sdr': 5.3939032554626465, 'r2': 0.775909036397934, 'rmse': 0.030220723}"
2190,"{'sdr': 3.4311386942863464, 'r2': 0.6878416240215302, 'rmse': 0.03788289}"
2191,"{'sdr': 7.452797293663025, 'r2': 0.8476225733757019, 'rmse': 0.02384296}"
2192,"{'sdr': 5.97236692905426, 'r2': 0.7982151359319687, 'rmse': 0.028273636}"
2193,"{'sdr': 1.7753365635871887, 'r2': 0.6007966697216034, 'rmse': 0.045838796}"
2194,"{'sdr': 4.158085584640503, 'r2': 0.7226076424121857, 'rmse': 0.034841415}"
2195,"{'sdr': 2.5123724341392517, 'r2': 0.6407228410243988, 'rmse': 0.042109627}"
2196,"{'sdr': 1.934264600276947, 'r2': 0.6095380783081055, 'rmse': 0.0450077}"
2197,"{'sdr': 3.1122273206710815, 'r2': 0.6718610227108002, 'rmse': 0.03929965}"
2198,"{'sdr': 2.2322991490364075, 'r2': 0.6257453858852386, 'rmse': 0.043489568}"
2199,"{'sdr': 9.506978392601013, 'r2': 0.8992629945278168, 'rmse': 0.018821364}"
2200,"{'sdr': 1.5176516771316528, 'r2': 0.5864850580692291, 'rmse': 0.047219068}"
2201,"{'sdr': 2.5906431674957275, 'r2': 0.6448591649532318, 'rmse': 0.04173187}"
2202,"{'sdr': 4.3218278884887695, 'r2': 0.7301014065742493, 'rmse': 0.03419075}"
2203,"{'sdr': 6.825127601623535, 'r2': 0.8280035108327866, 'rmse': 0.025629709}"
2204,"{'sdr': 6.952489018440247, 'r2': 0.8321401029825211, 'rmse': 0.02525664}"
2205,"{'sdr': 3.6155664920806885, 'r2': 0.6968869268894196, 'rmse': 0.037087}"
2206,"{'sdr': 6.984200477600098, 'r2': 0.8331598341464996, 'rmse': 0.0251646}"
2207,"{'sdr': 2.5263720750808716, 'r2': 0.6414627432823181, 'rmse': 0.042041805}"
2208,"{'sdr': 5.8913034200668335, 'r2': 0.7951909303665161, 'rmse': 0.028538747}"
2209,"{'sdr': 2.715461552143097, 'r2': 0.6514134705066681, 'rmse': 0.04113646}"
2210,"{'sdr': 2.044118046760559, 'r2': 0.6155435740947723, 'rmse': 0.044442054}"
2211,"{'sdr': 4.402112066745758, 'r2': 0.7337287366390228, 'rmse': 0.033876184}"
2212,"{'sdr': 4.74991112947464, 'r2': 0.7490793168544769, 'rmse': 0.032546513}"
2213,"{'sdr': 1.188741996884346, 'r2': 0.5680054128170013, 'rmse': 0.049041413}"
2214,"{'sdr': 3.808799684047699, 'r2': 0.7062017619609833, 'rmse': 0.036271043}"
2215,"{'sdr': 3.0500605702400208, 'r2': 0.6686980426311493, 'rmse': 0.039581936}"
2216,"{'sdr': 3.0584928393363953, 'r2': 0.669124037027359, 'rmse': 0.03954352}"
2217,"{'sdr': 3.2891425490379333, 'r2': 0.6807786822319031, 'rmse': 0.038507286}"
2218,"{'sdr': 3.3818450570106506, 'r2': 0.685394674539566, 'rmse': 0.038098488}"
2219,"{'sdr': 2.0847995579242706, 'r2': 0.6177579164505005, 'rmse': 0.04423439}"
2220,"{'sdr': 4.385358989238739, 'r2': 0.7329739332199097, 'rmse': 0.033941578}"
2221,"{'sdr': 4.4474196434021, 'r2': 0.7357619404792786, 'rmse': 0.03369993}"
2222,"{'sdr': 6.442520618438721, 'r2': 0.8150923550128937, 'rmse': 0.02678391}"
2223,"{'sdr': 2.4352754652500153, 'r2': 0.6366244256496429, 'rmse': 0.04248506}"
2224,"{'sdr': 2.568872570991516, 'r2': 0.6437102854251862, 'rmse': 0.041836597}"
2225,"{'sdr': 3.20122092962265, 'r2': 0.6763623058795929, 'rmse': 0.038899045}"
2226,"{'sdr': 4.503626823425293, 'r2': 0.7382684648036957, 'rmse': 0.03348256}"
2227,"{'sdr': 6.863031983375549, 'r2': 0.8292435556650162, 'rmse': 0.025518106}"
2228,"{'sdr': 2.6550504565238953, 'r2': 0.6482480466365814, 'rmse': 0.041423567}"
2229,"{'sdr': 4.251295626163483, 'r2': 0.7268893718719482, 'rmse': 0.03446952}"
2230,"{'sdr': 3.6665958166122437, 'r2': 0.6993629634380341, 'rmse': 0.03686975}"
2231,"{'sdr': 3.3790168166160583, 'r2': 0.6852550506591797, 'rmse': 0.038110893}"
2232,"{'sdr': 0.7378643751144409, 'r2': 0.5423729419708252, 'rmse': 0.05165433}"
2233,"{'sdr': 3.6383605003356934, 'r2': 0.6979960799217224, 'rmse': 0.0369898}"
2234,"{'sdr': 3.9778372645378113, 'r2': 0.7142128944396973, 'rmse': 0.035571992}"
2235,"{'sdr': 2.6553818583488464, 'r2': 0.6482655107975006, 'rmse': 0.041421983}"
2236,"{'sdr': 4.778141975402832, 'r2': 0.7502992451190948, 'rmse': 0.0324409}"
2237,"{'sdr': 2.4508406221866608, 'r2': 0.6374539136886597, 'rmse': 0.042409}"
2238,"{'sdr': 3.706713914871216, 'r2': 0.7012976109981537, 'rmse': 0.03669985}"
2239,"{'sdr': 6.059392094612122, 'r2': 0.8014252781867981, 'rmse': 0.027991772}"
2240,"{'sdr': 5.031634569168091, 'r2': 0.7610745131969452, 'rmse': 0.03150782}"
2241,"{'sdr': 2.331467568874359, 'r2': 0.631076991558075, 'rmse': 0.042995855}"
2242,"{'sdr': 4.074432849884033, 'r2': 0.7187306880950928, 'rmse': 0.035178583}"
2243,"{'sdr': 4.522671699523926, 'r2': 0.7391170859336853, 'rmse': 0.033409227}"
2244,"{'sdr': 4.854778051376343, 'r2': 0.7535904347896576, 'rmse': 0.032155935}"
2245,"{'sdr': 6.346142888069153, 'r2': 0.8117244839668274, 'rmse': 0.027082758}"
2246,"{'sdr': 5.8062320947647095, 'r2': 0.7919864356517792, 'rmse': 0.028819632}"
2247,"{'sdr': 5.133214592933655, 'r2': 0.7652985006570816, 'rmse': 0.03114148}"
2248,"{'sdr': 0.6355307996273041, 'r2': 0.5365188419818878, 'rmse': 0.052266505}"
2249,"{'sdr': 3.5295897722244263, 'r2': 0.6926880776882172, 'rmse': 0.037455928}"
2250,"{'sdr': 5.15593945980072, 'r2': 0.7662400305271149, 'rmse': 0.031060113}"
2251,"{'sdr': 0.9551980346441269, 'r2': 0.5547652244567871, 'rmse': 0.05037791}"
2252,"{'sdr': 4.384968876838684, 'r2': 0.7329568266868591, 'rmse': 0.033943105}"
2253,"{'sdr': 3.974481523036957, 'r2': 0.7140549123287201, 'rmse': 0.03558573}"
2254,"{'sdr': 3.471367061138153, 'r2': 0.6898287236690521, 'rmse': 0.03770784}"
2255,"{'sdr': 3.170540928840637, 'r2': 0.6748147308826447, 'rmse': 0.039036687}"
2256,"{'sdr': 4.211120903491974, 'r2': 0.7250491082668304, 'rmse': 0.03462932}"
2257,"{'sdr': 3.511277735233307, 'r2': 0.6917920410633087, 'rmse': 0.037534975}"
2258,"{'sdr': 6.958420276641846, 'r2': 0.8323303461074829, 'rmse': 0.025239397}"
2259,"{'sdr': 2.6876747608184814, 'r2': 0.6499592363834381, 'rmse': 0.04126827}"
2260,"{'sdr': 5.978596210479736, 'r2': 0.7984448373317719, 'rmse': 0.028253369}"
2261,"{'sdr': 4.127073585987091, 'r2': 0.7211741209030151, 'rmse': 0.034966033}"
2262,"{'sdr': 4.665497839450836, 'r2': 0.7454081773757935, 'rmse': 0.032864355}"
2263,"{'sdr': 6.354069113731384, 'r2': 0.8120029419660568, 'rmse': 0.02705805}"
2264,"{'sdr': 2.6476001739501953, 'r2': 0.6478569507598877, 'rmse': 0.04145911}"
2265,"{'sdr': 3.1971997022628784, 'r2': 0.6761605143547058, 'rmse': 0.038917065}"
2266,"{'sdr': 3.9298424124717712, 'r2': 0.7119466364383698, 'rmse': 0.035769086}"
2267,"{'sdr': 7.943238019943237, 'r2': 0.8616408258676529, 'rmse': 0.022533992}"
2268,"{'sdr': 3.08170348405838, 'r2': 0.6703101694583893, 'rmse': 0.039437998}"
2269,"{'sdr': 1.9167065620422363, 'r2': 0.6085759401321411, 'rmse': 0.04509877}"
2270,"{'sdr': 1.8523919582366943, 'r2': 0.6050457060337067, 'rmse': 0.045433942}"
2271,"{'sdr': 2.6305413246154785, 'r2': 0.6469603180885315, 'rmse': 0.04154062}"
2272,"{'sdr': 10.763825178146362, 'r2': 0.9226161018013954, 'rmse': 0.01628579}"
2273,"{'sdr': 3.425478935241699, 'r2': 0.6875623464584351, 'rmse': 0.037907578}"
2274,"{'sdr': 4.832674562931061, 'r2': 0.7526441216468811, 'rmse': 0.03223787}"
2275,"{'sdr': 6.257210373878479, 'r2': 0.8085748106241226, 'rmse': 0.027361475}"
2276,"{'sdr': 6.097952127456665, 'r2': 0.8028341978788376, 'rmse': 0.027867783}"
2277,"{'sdr': 4.591868221759796, 'r2': 0.7421773672103882, 'rmse': 0.03314413}"
2278,"{'sdr': 0.7902838289737701, 'r2': 0.5453673601150513, 'rmse': 0.051343534}"
2279,"{'sdr': 1.1681576073169708, 'r2': 0.5668438673019409, 'rmse': 0.04915777}"
2280,"{'sdr': 0.833280086517334, 'r2': 0.5478197932243347, 'rmse': 0.05109001}"
2281,"{'sdr': 2.28776752948761, 'r2': 0.6287311911582947, 'rmse': 0.04321272}"
2282,"{'sdr': 3.1818920373916626, 'r2': 0.6753882467746735, 'rmse': 0.03898571}"
2283,"{'sdr': 2.1558640897274017, 'r2': 0.6216145753860474, 'rmse': 0.04387396}"
2284,"{'sdr': 4.460584223270416, 'r2': 0.7363508343696594, 'rmse': 0.033648893}"
2285,"{'sdr': 2.1236735582351685, 'r2': 0.6198694109916687, 'rmse': 0.04403686}"
2286,"{'sdr': 2.8564295172691345, 'r2': 0.658740222454071, 'rmse': 0.04047423}"
2287,"{'sdr': 5.333364009857178, 'r2': 0.7734774947166443, 'rmse': 0.030432092}"
2288,"{'sdr': 3.2909849286079407, 'r2': 0.6808708012104034, 'rmse': 0.038499113}"
2289,"{'sdr': 3.195410370826721, 'r2': 0.6760706901550293, 'rmse': 0.038925074}"
2290,"{'sdr': 2.3798201978206635, 'r2': 0.6336648762226105, 'rmse': 0.042757176}"
2291,"{'sdr': 5.008649826049805, 'r2': 0.7601101398468018, 'rmse': 0.0315913}"
2292,"{'sdr': 2.7315032482147217, 'r2': 0.6522517502307892, 'rmse': 0.041060556}"
2293,"{'sdr': 4.635885059833527, 'r2': 0.744111955165863, 'rmse': 0.032976594}"
2294,"{'sdr': 4.712220728397369, 'r2': 0.7474440932273865, 'rmse': 0.03268805}"
2295,"{'sdr': 3.344913125038147, 'r2': 0.6835635900497437, 'rmse': 0.03826083}"
2296,"{'sdr': 4.170120656490326, 'r2': 0.7231629490852356, 'rmse': 0.03479317}"
2297,"{'sdr': 3.9426347613334656, 'r2': 0.7125547826290131, 'rmse': 0.035716448}"
2298,"{'sdr': 2.3228369653224945, 'r2': 0.6306142807006836, 'rmse': 0.043038603}"
2299,"{'sdr': 3.927064836025238, 'r2': 0.711818516254425, 'rmse': 0.035780534}"
2300,"{'sdr': 3.9589443802833557, 'r2': 0.7133236527442932, 'rmse': 0.03564945}"
2301,"{'sdr': 7.318352460861206, 'r2': 0.8435773402452469, 'rmse': 0.024214886}"
2302,"{'sdr': 4.007306694984436, 'r2': 0.7155952751636505, 'rmse': 0.035451505}"
2303,"{'sdr': 4.307634234428406, 'r2': 0.7294556498527527, 'rmse': 0.034246664}"
2304,"{'sdr': 2.641952931880951, 'r2': 0.647560179233551, 'rmse': 0.041486077}"
2305,"{'sdr': 0.6135407462716103, 'r2': 0.5352608263492584, 'rmse': 0.052399}"
2306,"{'sdr': 2.5327035784721375, 'r2': 0.6417958736419678, 'rmse': 0.04201118}"
2307,"{'sdr': 4.728685915470123, 'r2': 0.7481593191623688, 'rmse': 0.032626145}"
2308,"{'sdr': 1.8979698419570923, 'r2': 0.6075494587421417, 'rmse': 0.045196157}"
2309,"{'sdr': 3.84095698595047, 'r2': 0.7077356576919556, 'rmse': 0.036137007}"
2310,"{'sdr': 3.075970709323883, 'r2': 0.6700184643268585, 'rmse': 0.03946403}"
2311,"{'sdr': 2.7459457516670227, 'r2': 0.6530057489871979, 'rmse': 0.04099234}"
2312,"{'sdr': 5.615715980529785, 'r2': 0.7846577763557434, 'rmse': 0.029458746}"
2313,"{'sdr': 3.188718259334564, 'r2': 0.6757160127162933, 'rmse': 0.03895508}"
2314,"{'sdr': 5.020813345909119, 'r2': 0.7606203705072403, 'rmse': 0.031547092}"
2315,"{'sdr': 7.334848046302795, 'r2': 0.8440785557031631, 'rmse': 0.024168942}"
2316,"{'sdr': 2.3811548948287964, 'r2': 0.6337273120880127, 'rmse': 0.042750604}"
2317,"{'sdr': 4.762496650218964, 'r2': 0.7496229410171509, 'rmse': 0.032499395}"
2318,"{'sdr': 4.488616585731506, 'r2': 0.7376028597354889, 'rmse': 0.033540476}"
2319,"{'sdr': 2.2171665728092194, 'r2': 0.6249297559261322, 'rmse': 0.043565396}"
2320,"{'sdr': 5.109452605247498, 'r2': 0.7643188536167145, 'rmse': 0.031226793}"
2321,"{'sdr': 2.651384174823761, 'r2': 0.6480558216571808, 'rmse': 0.041441053}"
2322,"{'sdr': 6.151070594787598, 'r2': 0.8047634810209274, 'rmse': 0.027697878}"
2323,"{'sdr': 2.356255054473877, 'r2': 0.6324048340320587, 'rmse': 0.04287334}"
2324,"{'sdr': 1.784227043390274, 'r2': 0.6012876331806183, 'rmse': 0.0457919}"
2325,"{'sdr': 6.8997722864151, 'r2': 0.8304375112056732, 'rmse': 0.025410399}"
2326,"{'sdr': 3.3407315611839294, 'r2': 0.6833476424217224, 'rmse': 0.038279254}"
2327,"{'sdr': 4.800630807876587, 'r2': 0.751267820596695, 'rmse': 0.03235702}"
2328,"{'sdr': 3.108418881893158, 'r2': 0.6716681718826294, 'rmse': 0.03931688}"
2329,"{'sdr': 3.645091950893402, 'r2': 0.6983153522014618, 'rmse': 0.036961146}"
2330,"{'sdr': 6.478866934776306, 'r2': 0.816350445151329, 'rmse': 0.026672069}"
2331,"{'sdr': 3.030659258365631, 'r2': 0.6677075028419495, 'rmse': 0.039670445}"
2332,"{'sdr': 8.297942280769348, 'r2': 0.8710945546627045, 'rmse': 0.02163231}"
2333,"{'sdr': 7.330231666564941, 'r2': 0.8439415693283081, 'rmse': 0.02418179}"
2334,"{'sdr': 6.149832606315613, 'r2': 0.8047185838222504, 'rmse': 0.027701825}"
2335,"{'sdr': 5.837026238441467, 'r2': 0.7931512296199799, 'rmse': 0.028717633}"
2336,"{'sdr': 5.397306680679321, 'r2': 0.7760488390922546, 'rmse': 0.030208884}"
2337,"{'sdr': 3.284485638141632, 'r2': 0.6805429458618164, 'rmse': 0.038527932}"
2338,"{'sdr': 3.469133675098419, 'r2': 0.6897170543670654, 'rmse': 0.03771754}"
2339,"{'sdr': 2.517738938331604, 'r2': 0.6410054266452789, 'rmse': 0.042083617}"
2340,"{'sdr': 3.788875639438629, 'r2': 0.7052492499351501, 'rmse': 0.03635434}"
2341,"{'sdr': 4.376399219036102, 'r2': 0.7325697243213654, 'rmse': 0.03397661}"
2342,"{'sdr': 2.6340606808662415, 'r2': 0.6471435129642487, 'rmse': 0.041523788}"
2343,"{'sdr': 2.1802404522895813, 'r2': 0.622930258512497, 'rmse': 0.043751005}"
2344,"{'sdr': 2.816414535045624, 'r2': 0.6566726863384247, 'rmse': 0.04066111}"
2345,"{'sdr': 5.216954350471497, 'r2': 0.7687460333108902, 'rmse': 0.030842694}"
2346,"{'sdr': 2.558954358100891, 'r2': 0.6431860029697418, 'rmse': 0.041884396}"
2347,"{'sdr': 4.91873562335968, 'r2': 0.7563150078058243, 'rmse': 0.031920027}"
2348,"{'sdr': 4.414130449295044, 'r2': 0.7342682182788849, 'rmse': 0.03382934}"
2349,"{'sdr': 2.307964712381363, 'r2': 0.6298160254955292, 'rmse': 0.04311236}"
2350,"{'sdr': 2.0361629128456116, 'r2': 0.6151098012924194, 'rmse': 0.044482775}"
2351,"{'sdr': 3.6865144968032837, 'r2': 0.7003256380558014, 'rmse': 0.0367853}"
2352,"{'sdr': 2.995675206184387, 'r2': 0.6659179627895355, 'rmse': 0.03983055}"
2353,"{'sdr': 2.0295454561710358, 'r2': 0.6147493124008179, 'rmse': 0.044516675}"
2354,"{'sdr': 4.799613654613495, 'r2': 0.751225471496582, 'rmse': 0.032360807}"
2355,"{'sdr': 2.128380537033081, 'r2': 0.6201247870922089, 'rmse': 0.044013005}"
2356,"{'sdr': 3.046503961086273, 'r2': 0.6685175597667694, 'rmse': 0.03959815}"
2357,"{'sdr': 4.859524965286255, 'r2': 0.7537910044193268, 'rmse': 0.032138366}"
2358,"{'sdr': 2.333521842956543, 'r2': 0.6311872005462646, 'rmse': 0.04298569}"
2359,"{'sdr': 2.079346477985382, 'r2': 0.6174613535404205, 'rmse': 0.04426217}"
2360,"{'sdr': 7.641009092330933, 'r2': 0.8531344681978226, 'rmse': 0.023331873}"
2361,"{'sdr': 2.4866795539855957, 'r2': 0.6393580138683319, 'rmse': 0.042234372}"
2362,"{'sdr': 5.021294951438904, 'r2': 0.7606418132781982, 'rmse': 0.031545345}"
2363,"{'sdr': 4.541255533695221, 'r2': 0.7399410903453827, 'rmse': 0.03333782}"
2364,"{'sdr': 1.3296540081501007, 'r2': 0.5759487450122833, 'rmse': 0.048252217}"
2365,"{'sdr': 6.120940446853638, 'r2': 0.8036710172891617, 'rmse': 0.027794125}"
2366,"{'sdr': 2.935802638530731, 'r2': 0.6628431379795074, 'rmse': 0.04010605}"
2367,"{'sdr': 3.453707993030548, 'r2': 0.688949316740036, 'rmse': 0.037784584}"
2368,"{'sdr': 3.9554563164711, 'r2': 0.7131557166576385, 'rmse': 0.035663765}"
2369,"{'sdr': 2.24892720580101, 'r2': 0.6266409754753113, 'rmse': 0.04340639}"
2370,"{'sdr': 6.550149917602539, 'r2': 0.818798303604126, 'rmse': 0.026454074}"
2371,"{'sdr': 7.384092807769775, 'r2': 0.8455663323402405, 'rmse': 0.024032302}"
2372,"{'sdr': 4.505110085010529, 'r2': 0.738336443901062, 'rmse': 0.03347684}"
2373,"{'sdr': 4.541362226009369, 'r2': 0.7399457693099976, 'rmse': 0.033337418}"
2374,"{'sdr': 4.589789509773254, 'r2': 0.7420856058597565, 'rmse': 0.033152062}"
2375,"{'sdr': 4.103391468524933, 'r2': 0.7200763821601868, 'rmse': 0.035061497}"
2376,"{'sdr': 3.181309401988983, 'r2': 0.6753582656383514, 'rmse': 0.03898833}"
2377,"{'sdr': 4.263863265514374, 'r2': 0.7274636030197144, 'rmse': 0.03441968}"
2378,"{'sdr': 3.9607498049736023, 'r2': 0.7134095132350922, 'rmse': 0.03564204}"
2379,"{'sdr': 3.9515531063079834, 'r2': 0.7129752039909363, 'rmse': 0.0356798}"
2380,"{'sdr': 4.384890496730804, 'r2': 0.7329532206058502, 'rmse': 0.03394342}"
2381,"{'sdr': 9.416471123695374, 'r2': 0.897358313202858, 'rmse': 0.01901851}"
2382,"{'sdr': 3.698779046535492, 'r2': 0.7009186148643494, 'rmse': 0.036733393}"
2383,"{'sdr': 3.098638355731964, 'r2': 0.6711691915988922, 'rmse': 0.03936118}"
2384,"{'sdr': 7.601010799407959, 'r2': 0.8519787341356277, 'rmse': 0.023439562}"
2385,"{'sdr': 5.469496846199036, 'r2': 0.7789196074008942, 'rmse': 0.029958853}"
2386,"{'sdr': 5.113044381141663, 'r2': 0.7644644528627396, 'rmse': 0.031213883}"
2387,"{'sdr': 1.9042737782001495, 'r2': 0.6078974604606628, 'rmse': 0.045163367}"
2388,"{'sdr': 2.8204265236854553, 'r2': 0.6568824946880341, 'rmse': 0.04064234}"
2389,"{'sdr': 3.3656826615333557, 'r2': 0.6845947504043579, 'rmse': 0.038169444}"
2390,"{'sdr': 1.5729224681854248, 'r2': 0.5895678400993347, 'rmse': 0.046919554}"
2391,"{'sdr': 3.7670791149139404, 'r2': 0.7042041718959808, 'rmse': 0.03644568}"
2392,"{'sdr': 6.063434481620789, 'r2': 0.8015734404325485, 'rmse': 0.027978752}"
2393,"{'sdr': 5.16585111618042, 'r2': 0.7666483819484711, 'rmse': 0.031024693}"
2394,"{'sdr': 1.8794208765029907, 'r2': 0.6065299808979034, 'rmse': 0.045292784}"
2395,"{'sdr': 2.569756805896759, 'r2': 0.6437569558620453, 'rmse': 0.041832343}"
