,speech
277,"{'sdr': 4.837590456008911, 'r2': 0.7528539001941681, 'rmse': 0.032219622}"
278,"{'sdr': -1.2412630021572113, 'r2': 0.42902952432632446, 'rmse': 0.064872876}"
279,"{'sdr': -0.0741357496008277, 'r2': 0.49573248624801636, 'rmse': 0.056716148}"
280,"{'sdr': -1.0540424287319183, 'r2': 0.43962037563323975, 'rmse': 0.06348954}"
281,"{'sdr': -1.1002802848815918, 'r2': 0.4369993805885315, 'rmse': 0.06382841}"
282,"{'sdr': -1.4053939282894135, 'r2': 0.41979730129241943, 'rmse': 0.06611039}"
283,"{'sdr': -1.577189862728119, 'r2': 0.4101945161819458, 'rmse': 0.06743099}"
284,"{'sdr': -1.0809292644262314, 'r2': 0.4380960464477539, 'rmse': 0.06368636}"
285,"{'sdr': -1.771164983510971, 'r2': 0.39943307638168335, 'rmse': 0.068953805}"
286,"{'sdr': -1.019640937447548, 'r2': 0.44157278537750244, 'rmse': 0.063238576}"
287,"{'sdr': -1.0321825742721558, 'r2': 0.4408606290817261, 'rmse': 0.06332995}"
288,"{'sdr': -1.4215385913848877, 'r2': 0.4188923239707947, 'rmse': 0.06623339}"
289,"{'sdr': -1.1112144589424133, 'r2': 0.4363776445388794, 'rmse': 0.06390881}"
290,"{'sdr': -1.5866753458976746, 'r2': 0.4096662402153015, 'rmse': 0.06750466}"
291,"{'sdr': -1.4325547218322754, 'r2': 0.41827237606048584, 'rmse': 0.06631744}"
292,"{'sdr': -1.3978636264801025, 'r2': 0.4202198386192322, 'rmse': 0.0660531}"
293,"{'sdr': -1.4759531617164612, 'r2': 0.41584014892578125, 'rmse': 0.066649616}"
294,"{'sdr': -1.674034744501114, 'r2': 0.40480971336364746, 'rmse': 0.06818703}"
295,"{'sdr': -1.0534802079200745, 'r2': 0.43965238332748413, 'rmse': 0.06348543}"
296,"{'sdr': -0.9735974669456482, 'r2': 0.44418901205062866, 'rmse': 0.062904246}"
297,"{'sdr': -1.641736477613449, 'r2': 0.4066038727760315, 'rmse': 0.06793395}"
298,"{'sdr': -1.0757353901863098, 'r2': 0.4383925795555115, 'rmse': 0.06364829}"
299,"{'sdr': -1.124609261751175, 'r2': 0.4356204867362976, 'rmse': 0.064007446}"
300,"{'sdr': -1.4364859461784363, 'r2': 0.41805481910705566, 'rmse': 0.06634747}"
301,"{'sdr': -1.2867426872253418, 'r2': 0.42646485567092896, 'rmse': 0.06521345}"
302,"{'sdr': -1.8640513718128204, 'r2': 0.3943168520927429, 'rmse': 0.06969516}"
303,"{'sdr': -1.5275347232818604, 'r2': 0.41296249628067017, 'rmse': 0.067046605}"
304,"{'sdr': -1.2096695601940155, 'r2': 0.43080681562423706, 'rmse': 0.06463734}"
305,"{'sdr': -1.300034373998642, 'r2': 0.4257180690765381, 'rmse': 0.06531331}"
306,"{'sdr': -1.6226443648338318, 'r2': 0.4076651334762573, 'rmse': 0.06778479}"
307,"{'sdr': -1.1945851147174835, 'r2': 0.4316641092300415, 'rmse': 0.06452519}"
308,"{'sdr': -1.278197020292282, 'r2': 0.42694753408432007, 'rmse': 0.06514932}"
309,"{'sdr': -0.9800214320421219, 'r2': 0.4438229203224182, 'rmse': 0.062950775}"
310,"{'sdr': -1.7439468204975128, 'r2': 0.40093767642974854, 'rmse': 0.068738066}"
311,"{'sdr': -1.1858443915843964, 'r2': 0.43215835094451904, 'rmse': 0.064460285}"
312,"{'sdr': -1.6487938165664673, 'r2': 0.40621036291122437, 'rmse': 0.06798917}"
313,"{'sdr': -0.7528156042098999, 'r2': 0.45677268505096436, 'rmse': 0.061325457}"
314,"{'sdr': -1.490856558084488, 'r2': 0.4150123596191406, 'rmse': 0.06676407}"
315,"{'sdr': -1.6780267655849457, 'r2': 0.4045891761779785, 'rmse': 0.06821837}"
316,"{'sdr': -1.114383488893509, 'r2': 0.43620187044143677, 'rmse': 0.06393213}"
317,"{'sdr': -1.7430932819843292, 'r2': 0.40098512172698975, 'rmse': 0.068731315}"
318,"{'sdr': -2.015942931175232, 'r2': 0.38599318265914917, 'rmse': 0.07092465}"
319,"{'sdr': -0.9903919696807861, 'r2': 0.44323432445526123, 'rmse': 0.063025974}"
320,"{'sdr': -1.4789427816867828, 'r2': 0.4156758189201355, 'rmse': 0.066672556}"
321,"{'sdr': -1.4084811508655548, 'r2': 0.4196247458457947, 'rmse': 0.066133894}"
322,"{'sdr': -1.3519085943698883, 'r2': 0.4228001832962036, 'rmse': 0.065704554}"
323,"{'sdr': -1.7245084047317505, 'r2': 0.40201330184936523, 'rmse': 0.06858441}"
324,"{'sdr': -0.96671923995018, 'r2': 0.4445788860321045, 'rmse': 0.06285444}"
325,"{'sdr': -1.309240609407425, 'r2': 0.42519813776016235, 'rmse': 0.06538258}"
326,"{'sdr': -1.509639173746109, 'r2': 0.41396331787109375, 'rmse': 0.066908605}"
327,"{'sdr': -1.5631787478923798, 'r2': 0.4109748601913452, 'rmse': 0.06732229}"
328,"{'sdr': -1.5578155219554901, 'r2': 0.4112738370895386, 'rmse': 0.06728075}"
329,"{'sdr': -1.4636002480983734, 'r2': 0.4165356159210205, 'rmse': 0.0665549}"
330,"{'sdr': -1.238022819161415, 'r2': 0.42921239137649536, 'rmse': 0.064848684}"
331,"{'sdr': -1.128857508301735, 'r2': 0.4353824853897095, 'rmse': 0.06403876}"
332,"{'sdr': -1.2802788615226746, 'r2': 0.4268301725387573, 'rmse': 0.06516494}"
333,"{'sdr': -1.4587366580963135, 'r2': 0.4168093800544739, 'rmse': 0.066517636}"
334,"{'sdr': -0.9028901904821396, 'r2': 0.4482080936431885, 'rmse': 0.062394235}"
335,"{'sdr': -1.0513316839933395, 'r2': 0.4397662878036499, 'rmse': 0.06346972}"
336,"{'sdr': -1.3391885161399841, 'r2': 0.4235146641731262, 'rmse': 0.06560839}"
337,"{'sdr': -1.4864623546600342, 'r2': 0.4152602553367615, 'rmse': 0.066730306}"
338,"{'sdr': -1.4402459561824799, 'r2': 0.4178445339202881, 'rmse': 0.066376194}"
339,"{'sdr': -1.414901614189148, 'r2': 0.419264554977417, 'rmse': 0.066182785}"
340,"{'sdr': -1.486155390739441, 'r2': 0.41527408361434937, 'rmse': 0.06672794}"
341,"{'sdr': -1.3202294707298279, 'r2': 0.4245813488960266, 'rmse': 0.065465346}"
342,"{'sdr': -0.9940213710069656, 'r2': 0.44302797317504883, 'rmse': 0.06305232}"
343,"{'sdr': -1.3084878027439117, 'r2': 0.4252423048019409, 'rmse': 0.065376915}"
344,"{'sdr': -1.51424840092659, 'r2': 0.41370540857315063, 'rmse': 0.06694413}"
345,"{'sdr': -1.3055089116096497, 'r2': 0.4254096746444702, 'rmse': 0.06535449}"
346,"{'sdr': -1.388181447982788, 'r2': 0.4207687973976135, 'rmse': 0.06597952}"
347,"{'sdr': -0.9728522598743439, 'r2': 0.4442310929298401, 'rmse': 0.06289884}"
348,"{'sdr': -1.2222184240818024, 'r2': 0.43010425567626953, 'rmse': 0.064730786}"
349,"{'sdr': -1.7894873023033142, 'r2': 0.3984224796295166, 'rmse': 0.06909941}"
350,"{'sdr': -0.694800540804863, 'r2': 0.4600890874862671, 'rmse': 0.060917217}"
351,"{'sdr': -1.0501832515001297, 'r2': 0.4398394823074341, 'rmse': 0.063461326}"
352,"{'sdr': -1.4350387454032898, 'r2': 0.41813457012176514, 'rmse': 0.06633641}"
353,"{'sdr': -1.8685555458068848, 'r2': 0.39406639337539673, 'rmse': 0.0697313}"
354,"{'sdr': -1.4906278252601624, 'r2': 0.41502469778060913, 'rmse': 0.06676231}"
355,"{'sdr': -1.0771601647138596, 'r2': 0.43831944465637207, 'rmse': 0.06365874}"
356,"{'sdr': -0.5700540542602539, 'r2': 0.4672321081161499, 'rmse': 0.060048576}"
357,"{'sdr': -1.6278168559074402, 'r2': 0.4073772430419922, 'rmse': 0.06782516}"
358,"{'sdr': -1.373005211353302, 'r2': 0.4216154217720032, 'rmse': 0.065864325}"
359,"{'sdr': -1.527881771326065, 'r2': 0.41294312477111816, 'rmse': 0.06704928}"
360,"{'sdr': -0.17434611916542053, 'r2': 0.4899648427963257, 'rmse': 0.057374287}"
361,"{'sdr': -1.277666687965393, 'r2': 0.4269733428955078, 'rmse': 0.06514534}"
362,"{'sdr': -1.2732715904712677, 'r2': 0.42722511291503906, 'rmse': 0.06511239}"
363,"{'sdr': -1.070418804883957, 'r2': 0.4386906623840332, 'rmse': 0.06360935}"
364,"{'sdr': -0.9450140595436096, 'r2': 0.44581568241119385, 'rmse': 0.06269757}"
365,"{'sdr': -1.384570598602295, 'r2': 0.42096614837646484, 'rmse': 0.06595208}"
366,"{'sdr': -1.5965178608894348, 'r2': 0.4091200828552246, 'rmse': 0.0675812}"
367,"{'sdr': -1.1711814999580383, 'r2': 0.43298643827438354, 'rmse': 0.06435156}"
368,"{'sdr': -1.4736272394657135, 'r2': 0.41597628593444824, 'rmse': 0.06663178}"
369,"{'sdr': -2.053867429494858, 'r2': 0.38392508029937744, 'rmse': 0.071234986}"
370,"{'sdr': -1.0512515157461166, 'r2': 0.4397789239883423, 'rmse': 0.063469134}"
371,"{'sdr': -0.8364524692296982, 'r2': 0.4519980549812317, 'rmse': 0.06191882}"
372,"{'sdr': -1.7645779252052307, 'r2': 0.3997982144355774, 'rmse': 0.06890153}"
373,"{'sdr': -1.3082356750965118, 'r2': 0.4252607822418213, 'rmse': 0.065375015}"
374,"{'sdr': -1.621553748846054, 'r2': 0.40772682428359985, 'rmse': 0.06777628}"
375,"{'sdr': -1.2588509917259216, 'r2': 0.4280378818511963, 'rmse': 0.06500437}"
376,"{'sdr': -0.31383074820041656, 'r2': 0.4819421172142029, 'rmse': 0.058303088}"
377,"{'sdr': -1.4909127354621887, 'r2': 0.4150105118751526, 'rmse': 0.0667645}"
378,"{'sdr': -1.3995954394340515, 'r2': 0.4201231002807617, 'rmse': 0.06606627}"
379,"{'sdr': -1.2356612831354141, 'r2': 0.42934203147888184, 'rmse': 0.06483105}"
380,"{'sdr': -1.1045020818710327, 'r2': 0.4367603063583374, 'rmse': 0.06385945}"
381,"{'sdr': -1.0685770213603973, 'r2': 0.4387959837913513, 'rmse': 0.06359587}"
382,"{'sdr': -1.649283766746521, 'r2': 0.4061846137046814, 'rmse': 0.067993}"
383,"{'sdr': -1.2965810298919678, 'r2': 0.4259123206138611, 'rmse': 0.06528735}"
384,"{'sdr': -1.1302975565195084, 'r2': 0.4352986216545105, 'rmse': 0.06404938}"
385,"{'sdr': -1.0059581696987152, 'r2': 0.44235265254974365, 'rmse': 0.06313903}"
386,"{'sdr': -1.106981709599495, 'r2': 0.4366137981414795, 'rmse': 0.06387767}"
387,"{'sdr': -0.44447924941778183, 'r2': 0.47443658113479614, 'rmse': 0.059186675}"
388,"{'sdr': -1.4448601007461548, 'r2': 0.41758596897125244, 'rmse': 0.06641146}"
389,"{'sdr': -1.488649994134903, 'r2': 0.4151357412338257, 'rmse': 0.066747114}"
390,"{'sdr': -1.1840097606182098, 'r2': 0.43226200342178345, 'rmse': 0.06444667}"
391,"{'sdr': -1.2080737203359604, 'r2': 0.4309026002883911, 'rmse': 0.06462546}"
392,"{'sdr': -1.0779474675655365, 'r2': 0.4382649064064026, 'rmse': 0.0636645}"
393,"{'sdr': -0.8187031745910645, 'r2': 0.4530106782913208, 'rmse': 0.06179241}"
394,"{'sdr': -1.5492841601371765, 'r2': 0.41174954175949097, 'rmse': 0.06721469}"
395,"{'sdr': -1.330311894416809, 'r2': 0.42400842905044556, 'rmse': 0.06554137}"
396,"{'sdr': -1.6516338288784027, 'r2': 0.40605413913726807, 'rmse': 0.0680114}"
397,"{'sdr': -1.2676741182804108, 'r2': 0.4275406002998352, 'rmse': 0.065070435}"
398,"{'sdr': -1.0293053090572357, 'r2': 0.44102609157562256, 'rmse': 0.06330897}"
399,"{'sdr': -0.6193409860134125, 'r2': 0.46440833806991577, 'rmse': 0.060390286}"
400,"{'sdr': -0.9496019780635834, 'r2': 0.4455530643463135, 'rmse': 0.0627307}"
401,"{'sdr': -1.3499470055103302, 'r2': 0.42290985584259033, 'rmse': 0.065689705}"
402,"{'sdr': -1.1802749335765839, 'r2': 0.4324760437011719, 'rmse': 0.06441897}"
403,"{'sdr': -0.910971388220787, 'r2': 0.4477500915527344, 'rmse': 0.06245232}"
404,"{'sdr': -0.8888997882604599, 'r2': 0.4490025043487549, 'rmse': 0.062293824}"
405,"{'sdr': -1.2771075963974, 'r2': 0.4270091652870178, 'rmse': 0.06514114}"
406,"{'sdr': -1.7163392901420593, 'r2': 0.4024648666381836, 'rmse': 0.06851993}"
407,"{'sdr': -1.9769200682640076, 'r2': 0.3881245255470276, 'rmse': 0.070606716}"
408,"{'sdr': -0.9096022695302963, 'r2': 0.44782984256744385, 'rmse': 0.062442478}"
409,"{'sdr': -1.020658165216446, 'r2': 0.4415149688720703, 'rmse': 0.063245974}"
410,"{'sdr': -0.8418027311563492, 'r2': 0.45168960094451904, 'rmse': 0.06195696}"
411,"{'sdr': -1.200043335556984, 'r2': 0.43135619163513184, 'rmse': 0.06456575}"
412,"{'sdr': -1.8236880004405975, 'r2': 0.39653509855270386, 'rmse': 0.069372036}"
413,"{'sdr': -1.1203504353761673, 'r2': 0.4358634352684021, 'rmse': 0.063976064}"
414,"{'sdr': -1.1113488674163818, 'r2': 0.43636900186538696, 'rmse': 0.06390981}"
415,"{'sdr': -1.243680715560913, 'r2': 0.4288930892944336, 'rmse': 0.06489094}"
416,"{'sdr': -1.1669256538152695, 'r2': 0.4332275390625, 'rmse': 0.06432004}"
417,"{'sdr': -1.4711692929267883, 'r2': 0.4161131978034973, 'rmse': 0.066612914}"
418,"{'sdr': -1.2331114709377289, 'r2': 0.429484486579895, 'rmse': 0.06481203}"
419,"{'sdr': -1.9936561584472656, 'r2': 0.3872087001800537, 'rmse': 0.07074289}"
420,"{'sdr': -2.0613278448581696, 'r2': 0.38351893424987793, 'rmse': 0.0712962}"
421,"{'sdr': -1.4561571180820465, 'r2': 0.4169533848762512, 'rmse': 0.066497885}"
422,"{'sdr': -1.8261970579624176, 'r2': 0.3963991403579712, 'rmse': 0.06939208}"
423,"{'sdr': -1.3774658739566803, 'r2': 0.4213632345199585, 'rmse': 0.06589816}"
424,"{'sdr': -1.1198888719081879, 'r2': 0.43588900566101074, 'rmse': 0.06397266}"
425,"{'sdr': -1.668282300233841, 'r2': 0.40512967109680176, 'rmse': 0.068141885}"
426,"{'sdr': -0.678468719124794, 'r2': 0.4610212445259094, 'rmse': 0.060802784}"
427,"{'sdr': -1.6708335280418396, 'r2': 0.404988169670105, 'rmse': 0.0681619}"
428,"{'sdr': -1.1977533996105194, 'r2': 0.43148553371429443, 'rmse': 0.06454873}"
429,"{'sdr': -1.1234691739082336, 'r2': 0.43568557500839233, 'rmse': 0.06399904}"
430,"{'sdr': -0.6851553171873093, 'r2': 0.46063733100891113, 'rmse': 0.06084961}"
431,"{'sdr': -1.5561194717884064, 'r2': 0.41136854887008667, 'rmse': 0.0672676}"
432,"{'sdr': -1.5554864704608917, 'r2': 0.41140472888946533, 'rmse': 0.06726271}"
433,"{'sdr': -1.98058620095253, 'r2': 0.38792455196380615, 'rmse': 0.07063652}"
434,"{'sdr': -1.3480497896671295, 'r2': 0.42301708459854126, 'rmse': 0.06567536}"
435,"{'sdr': -1.8016473948955536, 'r2': 0.3977510929107666, 'rmse': 0.069196224}"
436,"{'sdr': -1.2522797286510468, 'r2': 0.42840802669525146, 'rmse': 0.06495521}"
437,"{'sdr': -1.1736727505922318, 'r2': 0.43284738063812256, 'rmse': 0.06437003}"
438,"{'sdr': -1.382409781217575, 'r2': 0.42108696699142456, 'rmse': 0.06593568}"
439,"{'sdr': -1.359265297651291, 'r2': 0.42238640785217285, 'rmse': 0.065760225}"
440,"{'sdr': -1.0485612601041794, 'r2': 0.4399315118789673, 'rmse': 0.06344949}"
441,"{'sdr': -1.2617333233356476, 'r2': 0.4278756380081177, 'rmse': 0.06502594}"
442,"{'sdr': -1.2498286366462708, 'r2': 0.42854565382003784, 'rmse': 0.064936884}"
443,"{'sdr': -1.348082721233368, 'r2': 0.42301344871520996, 'rmse': 0.065675616}"
444,"{'sdr': -1.0587285459041595, 'r2': 0.4393535852432251, 'rmse': 0.06352379}"
445,"{'sdr': -1.909535974264145, 'r2': 0.39181578159332275, 'rmse': 0.07006108}"
446,"{'sdr': -1.729612946510315, 'r2': 0.4017309546470642, 'rmse': 0.06862473}"
447,"{'sdr': -1.0193076729774475, 'r2': 0.44159048795700073, 'rmse': 0.063236155}"
448,"{'sdr': -1.5760044753551483, 'r2': 0.4102590084075928, 'rmse': 0.06742179}"
449,"{'sdr': -1.8848641216754913, 'r2': 0.3931698799133301, 'rmse': 0.06986236}"
450,"{'sdr': -1.5083982050418854, 'r2': 0.4140319228172302, 'rmse': 0.066899054}"
451,"{'sdr': -1.0889452695846558, 'r2': 0.4376410245895386, 'rmse': 0.06374517}"
452,"{'sdr': -1.4960215985774994, 'r2': 0.4147239327430725, 'rmse': 0.06680379}"
453,"{'sdr': -0.8216816186904907, 'r2': 0.45284074544906616, 'rmse': 0.06181361}"
454,"{'sdr': -1.1758583039045334, 'r2': 0.432722270488739, 'rmse': 0.06438622}"
455,"{'sdr': -1.2409419566392899, 'r2': 0.42904800176620483, 'rmse': 0.064870484}"
456,"{'sdr': -1.0036525875329971, 'r2': 0.4424806237220764, 'rmse': 0.06312228}"
457,"{'sdr': -1.5413206815719604, 'r2': 0.4121941328048706, 'rmse': 0.0671531}"
458,"{'sdr': -1.1562298238277435, 'r2': 0.4338325262069702, 'rmse': 0.06424088}"
459,"{'sdr': -1.0458680242300034, 'r2': 0.4400838017463684, 'rmse': 0.06342981}"
460,"{'sdr': -1.3548801839351654, 'r2': 0.42263340950012207, 'rmse': 0.06572703}"
461,"{'sdr': -1.1310931295156479, 'r2': 0.43525421619415283, 'rmse': 0.06405524}"
462,"{'sdr': -1.2286512553691864, 'r2': 0.4297415018081665, 'rmse': 0.064778745}"
463,"{'sdr': -1.8785932660102844, 'r2': 0.39351487159729004, 'rmse': 0.06981193}"
464,"{'sdr': -1.3726681470870972, 'r2': 0.42163705825805664, 'rmse': 0.06586177}"
465,"{'sdr': -0.9092147648334503, 'r2': 0.44785165786743164, 'rmse': 0.062439695}"
466,"{'sdr': -1.0879071801900864, 'r2': 0.4376829266548157, 'rmse': 0.063737564}"
467,"{'sdr': -0.9323609620332718, 'r2': 0.44654202461242676, 'rmse': 0.062606305}"
468,"{'sdr': -1.7871686816215515, 'r2': 0.3985498547554016, 'rmse': 0.06908097}"
469,"{'sdr': -1.2325631082057953, 'r2': 0.42952054738998413, 'rmse': 0.06480793}"
470,"{'sdr': -1.4607469737529755, 'r2': 0.4166964292526245, 'rmse': 0.06653305}"
471,"{'sdr': -1.87937393784523, 'r2': 0.39347177743911743, 'rmse': 0.069818206}"
472,"{'sdr': -1.0539847612380981, 'r2': 0.4396238327026367, 'rmse': 0.06348912}"
473,"{'sdr': -1.6535800695419312, 'r2': 0.4059472680091858, 'rmse': 0.06802663}"
474,"{'sdr': -1.4184704422950745, 'r2': 0.4190645217895508, 'rmse': 0.06620999}"
475,"{'sdr': -1.1174335330724716, 'r2': 0.43602752685546875, 'rmse': 0.063954584}"
476,"{'sdr': -1.732107549905777, 'r2': 0.4015929698944092, 'rmse': 0.06864444}"
477,"{'sdr': -1.4315623044967651, 'r2': 0.4183308482170105, 'rmse': 0.066309854}"
478,"{'sdr': -1.3938111066818237, 'r2': 0.4204476475715637, 'rmse': 0.06602229}"
479,"{'sdr': -1.636727750301361, 'r2': 0.4068819284439087, 'rmse': 0.06789478}"
480,"{'sdr': -1.2139827013015747, 'r2': 0.43056851625442505, 'rmse': 0.06466945}"
481,"{'sdr': -1.008373647928238, 'r2': 0.4422109127044678, 'rmse': 0.06315659}"
482,"{'sdr': -1.254512220621109, 'r2': 0.42827528715133667, 'rmse': 0.0649719}"
483,"{'sdr': -0.903313010931015, 'r2': 0.44818878173828125, 'rmse': 0.062397275}"
484,"{'sdr': -1.3343849778175354, 'r2': 0.42378532886505127, 'rmse': 0.06557212}"
485,"{'sdr': -1.1886755377054214, 'r2': 0.43198299407958984, 'rmse': 0.064481296}"
486,"{'sdr': -1.1819926649332047, 'r2': 0.4323745369911194, 'rmse': 0.0644317}"
487,"{'sdr': -1.9441206753253937, 'r2': 0.3899195194244385, 'rmse': 0.070340596}"
488,"{'sdr': 0.008576348191127181, 'r2': 0.5004898905754089, 'rmse': 0.056178637}"
489,"{'sdr': -1.09409861266613, 'r2': 0.4373495578765869, 'rmse': 0.063783005}"
490,"{'sdr': -1.1161788552999496, 'r2': 0.4360993504524231, 'rmse': 0.063945346}"
491,"{'sdr': -1.5462276339530945, 'r2': 0.411920428276062, 'rmse': 0.067191035}"
492,"{'sdr': -0.9470975399017334, 'r2': 0.44569575786590576, 'rmse': 0.06271261}"
493,"{'sdr': -1.2726455926895142, 'r2': 0.42726069688796997, 'rmse': 0.06510769}"
494,"{'sdr': -1.3453863561153412, 'r2': 0.4231697916984558, 'rmse': 0.06565523}"
495,"{'sdr': -1.4959579706192017, 'r2': 0.4147266149520874, 'rmse': 0.0668033}"
496,"{'sdr': -1.4610233902931213, 'r2': 0.4166802167892456, 'rmse': 0.06653515}"
497,"{'sdr': -1.2471430748701096, 'r2': 0.4286980628967285, 'rmse': 0.06491681}"
498,"{'sdr': -0.7974526286125183, 'r2': 0.45422273874282837, 'rmse': 0.061641414}"
499,"{'sdr': -1.0490737110376358, 'r2': 0.4399023652076721, 'rmse': 0.06345323}"
500,"{'sdr': -1.3755570352077484, 'r2': 0.4214707612991333, 'rmse': 0.06588368}"
501,"{'sdr': 4.312407970428467, 'r2': 0.729671984910965, 'rmse': 0.03422785}"
502,"{'sdr': -1.0574767738580704, 'r2': 0.43942463397979736, 'rmse': 0.06351464}"
503,"{'sdr': -1.3629983365535736, 'r2': 0.42218267917633057, 'rmse': 0.065788485}"
504,"{'sdr': -1.5141171216964722, 'r2': 0.4137132167816162, 'rmse': 0.06694311}"
505,"{'sdr': -1.37626051902771, 'r2': 0.4214314818382263, 'rmse': 0.06588901}"
506,"{'sdr': -1.0970426350831985, 'r2': 0.43718183040618896, 'rmse': 0.06380461}"
507,"{'sdr': -0.675361230969429, 'r2': 0.4612010717391968, 'rmse': 0.06078104}"
508,"{'sdr': -1.0069750994443893, 'r2': 0.4422922730445862, 'rmse': 0.06314643}"
509,"{'sdr': -1.2782330811023712, 'r2': 0.4269458055496216, 'rmse': 0.065149575}"
510,"{'sdr': -1.0160525143146515, 'r2': 0.4417766332626343, 'rmse': 0.06321245}"
511,"{'sdr': -1.1615247279405594, 'r2': 0.4335329532623291, 'rmse': 0.06428005}"
512,"{'sdr': -1.4721889793872833, 'r2': 0.4160557985305786, 'rmse': 0.06662074}"
513,"{'sdr': -1.4425447583198547, 'r2': 0.4177153706550598, 'rmse': 0.066393755}"
514,"{'sdr': -1.5222281217575073, 'r2': 0.4132596254348755, 'rmse': 0.06700565}"
515,"{'sdr': -1.2613436579704285, 'r2': 0.427897572517395, 'rmse': 0.06502302}"
516,"{'sdr': -1.1039366573095322, 'r2': 0.43679261207580566, 'rmse': 0.06385528}"
517,"{'sdr': -1.239444762468338, 'r2': 0.42913228273391724, 'rmse': 0.0648593}"
518,"{'sdr': -1.004401445388794, 'r2': 0.44243669509887695, 'rmse': 0.06312772}"
519,"{'sdr': -1.306791603565216, 'r2': 0.4253268837928772, 'rmse': 0.065364145}"
520,"{'sdr': -1.609337478876114, 'r2': 0.4084048867225647, 'rmse': 0.06768101}"
521,"{'sdr': -1.9068005681037903, 'r2': 0.39196592569351196, 'rmse': 0.07003901}"
522,"{'sdr': 4.693490564823151, 'r2': 0.7466274797916412, 'rmse': 0.032758612}"
523,"{'sdr': -1.0003221035003662, 'r2': 0.44266998767852783, 'rmse': 0.06309808}"
524,"{'sdr': -1.1242561042308807, 'r2': 0.43564164638519287, 'rmse': 0.06400484}"
525,"{'sdr': -1.23649463057518, 'r2': 0.4292985200881958, 'rmse': 0.06483728}"
526,"{'sdr': -1.1475247889757156, 'r2': 0.43432551622390747, 'rmse': 0.06417653}"
527,"{'sdr': -1.3712149858474731, 'r2': 0.4217158555984497, 'rmse': 0.06585076}"
528,"{'sdr': -1.7410621047019958, 'r2': 0.4010927677154541, 'rmse': 0.068715245}"
529,"{'sdr': -1.3568687438964844, 'r2': 0.42252153158187866, 'rmse': 0.065742075}"
530,"{'sdr': -1.5316975116729736, 'r2': 0.41273200511932373, 'rmse': 0.06707874}"
531,"{'sdr': -1.3076287508010864, 'r2': 0.4252905249595642, 'rmse': 0.06537044}"
532,"{'sdr': 0.5765335261821747, 'r2': 0.5331400036811829, 'rmse': 0.05262272}"
533,"{'sdr': -1.1837350577116013, 'r2': 0.4322773218154907, 'rmse': 0.06444463}"
534,"{'sdr': -1.162971556186676, 'r2': 0.4334455728530884, 'rmse': 0.06429076}"
535,"{'sdr': -1.149791032075882, 'r2': 0.434195876121521, 'rmse': 0.064193286}"
536,"{'sdr': -1.7632482945919037, 'r2': 0.39986443519592285, 'rmse': 0.068891}"
537,"{'sdr': -1.7635871469974518, 'r2': 0.39985227584838867, 'rmse': 0.06889368}"
538,"{'sdr': -1.1837704479694366, 'r2': 0.43227553367614746, 'rmse': 0.0644449}"
539,"{'sdr': -0.9481294453144073, 'r2': 0.4456371068954468, 'rmse': 0.06272005}"
540,"{'sdr': -0.8934169262647629, 'r2': 0.4487510323524475, 'rmse': 0.06232623}"
541,"{'sdr': -1.1587730050086975, 'r2': 0.43367403745651245, 'rmse': 0.0642597}"
542,"{'sdr': -1.5788185596466064, 'r2': 0.41010379791259766, 'rmse': 0.06744363}"
543,"{'sdr': -0.7227510958909988, 'r2': 0.4584904909133911, 'rmse': 0.06111356}"
544,"{'sdr': -1.5156416594982147, 'r2': 0.4136280417442322, 'rmse': 0.06695486}"
545,"{'sdr': -1.4822867512702942, 'r2': 0.41549158096313477, 'rmse': 0.066698246}"
546,"{'sdr': -1.2941114604473114, 'r2': 0.42604780197143555, 'rmse': 0.06526879}"
547,"{'sdr': -1.906266063451767, 'r2': 0.39199620485305786, 'rmse': 0.0700347}"
548,"{'sdr': -1.1860208958387375, 'r2': 0.4321483373641968, 'rmse': 0.0644616}"
549,"{'sdr': -0.9951695799827576, 'r2': 0.44296276569366455, 'rmse': 0.063060656}"
550,"{'sdr': -1.1383970826864243, 'r2': 0.4348311424255371, 'rmse': 0.06410913}"
551,"{'sdr': -0.8317668735980988, 'r2': 0.45226728916168213, 'rmse': 0.06188542}"
552,"{'sdr': -1.4211399853229523, 'r2': 0.41891491413116455, 'rmse': 0.06623034}"
553,"{'sdr': -1.0538022965192795, 'r2': 0.43963420391082764, 'rmse': 0.06348777}"
554,"{'sdr': -1.4680738747119904, 'r2': 0.4162864685058594, 'rmse': 0.06658919}"
